customer_id,order_count,total_spend,avg_order_value,return_count,return_rate,ticket_count,tickets_last_90d,negative_ticket_count,recency_days,churn_risk_score,risk_segment,estimated_clv,customer_segment
CUST-00046,1,134.32,134.32,0,0.0,2,0,1,120,0.333,medium,214.91,Standard/Stable
CUST-00047,4,2111.33,527.83,0,0.0,3,0,2,150,0.425,medium,3378.11,Standard/Stable
CUST-00048,2,779.22,389.61,0,0.0,2,1,0,49,0.145,low,1246.75,Standard/Stable
CUST-00049,5,2522.44,504.49,1,0.2,1,0,0,7,0.094,low,4035.92,Standard/Stable
CUST-00050,3,1600.39,533.46,0,0.0,2,0,0,69,0.134,low,2560.61,Standard/Stable
CUST-00051,1,241.22,241.22,0,0.0,1,0,1,248,0.55,medium,385.95,Standard/Stable
CUST-00052,2,855.92,427.96,0,0.0,4,2,0,180,0.45,medium,1369.47,Standard/Stable
CUST-00053,3,961.89,320.63,0,0.0,1,0,0,6,0.012,low,1539.02,Standard/Stable
CUST-00054,4,1244.94,311.24,0,0.0,4,3,2,99,0.443,medium,1991.94,Standard/Stable
CUST-00055,1,94.09,94.09,0,0.0,4,1,2,227,0.5,medium,150.54,Standard/Stable
CUST-00056,3,1256.25,418.75,0,0.0,6,2,3,17,0.233,low,2010.0,Standard/Stable
CUST-00057,5,3161.45,632.29,0,0.0,3,0,0,28,0.054,low,5058.32,High-Value/Stable
CUST-00058,4,937.29,234.32,0,0.0,4,0,1,5,0.06,low,1499.65,Standard/Stable
CUST-00059,5,1706.95,341.39,1,0.2,4,1,3,26,0.331,medium,2731.12,Standard/Stable
CUST-00060,2,721.48,360.74,0,0.0,1,1,1,70,0.386,medium,1154.37,Standard/Stable
CUST-00061,1,316.04,316.04,0,0.0,2,0,2,186,0.55,medium,505.66,Standard/Stable
CUST-00062,1,293.58,293.58,0,0.0,4,0,0,171,0.332,medium,469.73,Standard/Stable
CUST-00063,2,771.46,385.73,0,0.0,1,1,0,137,0.316,medium,1234.34,Standard/Stable
CUST-00064,3,1895.2,631.73,1,0.3333,1,0,0,62,0.254,low,3032.3,Standard/Stable
CUST-00065,4,1149.98,287.5,1,0.25,2,1,2,5,0.36,medium,1840.0,Standard/Stable
CUST-00066,3,1737.97,579.32,0,0.0,1,0,1,41,0.28,low,2780.74,Standard/Stable
CUST-00067,1,145.73,145.73,0,0.0,1,0,0,124,0.241,low,233.17,Standard/Stable
CUST-00068,8,4447.11,555.89,1,0.125,1,1,0,46,0.189,low,7115.39,High-Value/Stable
CUST-00069,7,1607.31,229.62,0,0.0,4,1,3,85,0.365,medium,2571.74,Standard/Stable
CUST-00070,4,2095.91,523.98,0,0.0,4,3,1,8,0.216,low,3353.47,Standard/Stable
CUST-00071,5,2112.39,422.48,0,0.0,3,2,0,29,0.156,low,3379.84,Standard/Stable
CUST-00072,2,719.78,359.89,0,0.0,1,1,1,107,0.458,medium,1151.65,Standard/Stable
CUST-00073,9,3594.07,399.34,1,0.1111,11,7,10,17,0.509,medium,5750.5,High-Value/Stable
CUST-00074,6,2155.7,359.28,0,0.0,1,1,1,28,0.304,medium,3449.09,Standard/Stable
CUST-00075,6,2016.34,336.06,1,0.1667,3,0,0,52,0.168,low,3226.18,Standard/Stable
CUST-00076,3,431.98,143.99,0,0.0,2,0,1,32,0.162,low,691.15,Standard/Stable
CUST-00077,2,243.64,121.82,0,0.0,5,2,3,184,0.57,medium,389.82,Standard/Stable
CUST-00078,1,241.22,241.22,0,0.0,0,0,0,79,0.154,low,385.95,Standard/Stable
CUST-00079,6,2955.97,492.66,0,0.0,2,1,0,31,0.11,low,4729.54,Standard/Stable
CUST-00080,1,327.08,327.08,0,0.0,5,3,2,271,0.58,medium,523.33,Standard/Stable
CUST-00081,2,1414.34,707.17,0,0.0,2,1,2,183,0.6,high,2262.94,Low-Value/At-Risk
CUST-00082,5,1633.04,326.61,0,0.0,3,2,3,81,0.458,medium,2612.88,Standard/Stable
CUST-00083,4,2652.41,663.1,0,0.0,4,0,1,14,0.077,low,4243.84,Standard/Stable
CUST-00084,3,766.1,255.37,0,0.0,3,2,2,12,0.257,low,1225.78,Standard/Stable
CUST-00085,4,795.24,198.81,0,0.0,0,0,0,18,0.035,low,1272.38,Standard/Stable
CUST-00086,3,1445.49,481.83,1,0.3333,0,0,0,2,0.137,low,2312.78,Standard/Stable
CUST-00087,4,864.08,216.02,1,0.25,1,1,0,53,0.253,low,1382.53,Standard/Stable
CUST-00088,5,2166.71,433.34,2,0.4,6,2,2,65,0.453,medium,3466.72,Standard/Stable
CUST-00089,1,323.09,323.09,1,1.0,2,0,0,216,0.55,medium,516.94,Standard/Stable
CUST-00090,8,2206.19,275.77,0,0.0,2,0,2,38,0.274,low,3529.86,Standard/Stable
CUST-00091,3,1157.14,385.71,1,0.3333,2,0,0,80,0.289,low,1851.41,Standard/Stable
CUST-00092,1,440.85,440.85,0,0.0,2,0,0,35,0.068,low,705.36,Standard/Stable
CUST-00093,9,4468.97,496.55,3,0.3333,8,6,7,67,0.689,high,7150.32,High-Value/At-Risk
CUST-00094,0,0,0.0,0,0.0,4,1,3,999,0.55,medium,0.0,New/No Orders
CUST-00095,4,1378.35,344.59,0,0.0,2,0,1,19,0.137,low,2205.38,Standard/Stable
CUST-00096,4,1241.18,310.3,0,0.0,3,2,1,18,0.202,low,1985.92,Standard/Stable
CUST-00097,3,941.79,313.93,0,0.0,2,1,0,66,0.178,low,1506.86,Standard/Stable
CUST-00098,2,1344.71,672.36,0,0.0,2,1,1,3,0.156,low,2151.55,Standard/Stable
CUST-00099,1,316.8,316.8,0,0.0,2,1,0,210,0.4,medium,506.88,Standard/Stable
CUST-00100,3,479.44,159.81,0,0.0,1,0,0,124,0.241,low,767.09,Standard/Stable
CUST-00101,5,1088.2,217.64,0,0.0,1,0,1,2,0.204,low,1741.12,Standard/Stable
CUST-00102,2,1206.1,603.05,0,0.0,2,1,0,119,0.281,low,1929.76,Standard/Stable
CUST-00103,5,1361.87,272.37,0,0.0,3,0,2,23,0.178,low,2178.96,Standard/Stable
CUST-00104,8,2867.85,358.48,1,0.125,3,1,1,6,0.178,low,4588.54,Standard/Stable
CUST-00105,5,2736.36,547.27,0,0.0,5,1,1,69,0.224,low,4378.16,Standard/Stable
CUST-00106,2,717.27,358.63,0,0.0,2,1,1,76,0.298,low,1147.62,Standard/Stable
CUST-00107,2,456.41,228.21,0,0.0,2,1,0,102,0.248,low,730.27,Standard/Stable
CUST-00108,5,1609.44,321.89,0,0.0,2,1,0,15,0.079,low,2575.12,Standard/Stable
CUST-00109,5,1839.44,367.89,0,0.0,1,1,1,72,0.39,medium,2943.12,Standard/Stable
CUST-00110,2,1037.31,518.65,0,0.0,5,0,2,129,0.331,medium,1659.68,Standard/Stable
CUST-00111,3,1424.51,474.84,1,0.3333,3,1,1,82,0.409,medium,2279.23,Standard/Stable
CUST-00112,8,1862.27,232.78,1,0.125,4,1,2,88,0.371,medium,2979.58,Standard/Stable
CUST-00113,7,2003.5,286.21,1,0.1429,2,0,2,57,0.368,medium,3205.55,Standard/Stable
CUST-00114,4,1186.22,296.56,1,0.25,2,1,1,55,0.357,medium,1897.98,Standard/Stable
CUST-00115,4,798.39,199.6,1,0.25,3,1,0,0,0.15,low,1277.44,Standard/Stable
CUST-00116,5,2041.89,408.38,0,0.0,3,2,1,13,0.192,low,3267.04,Standard/Stable
CUST-00117,8,2579.58,322.45,0,0.0,3,1,1,1,0.119,low,4127.36,Standard/Stable
CUST-00118,5,1027.85,205.57,0,0.0,2,1,1,123,0.389,medium,1644.56,Standard/Stable
CUST-00119,3,1218.36,406.12,0,0.0,3,1,0,124,0.291,low,1949.38,Standard/Stable
CUST-00120,3,1159.94,386.65,1,0.3333,1,1,0,67,0.314,medium,1855.92,Standard/Stable
CUST-00121,1,166.34,166.34,0,0.0,2,1,2,131,0.505,medium,266.14,Standard/Stable
CUST-00122,3,1328.15,442.72,0,0.0,4,1,2,42,0.232,low,2125.06,Standard/Stable
CUST-00123,4,736.12,184.03,0,0.0,1,1,0,76,0.198,low,1177.79,Standard/Stable
CUST-00124,2,937.12,468.56,1,0.5,2,1,1,4,0.358,medium,1499.39,Standard/Stable
CUST-00125,3,1076.06,358.69,0,0.0,1,1,1,98,0.441,medium,1721.71,Standard/Stable
CUST-00126,3,2114.12,704.71,0,0.0,2,1,0,20,0.089,low,3382.61,Standard/Stable
CUST-00127,4,2140.51,535.13,1,0.25,1,0,0,1,0.102,low,3424.83,Standard/Stable
CUST-00128,5,2342.52,468.5,1,0.2,4,1,3,36,0.35,medium,3748.0,Standard/Stable
CUST-00129,5,3399.33,679.87,0,0.0,2,0,2,57,0.311,medium,5438.96,High-Value/Stable
CUST-00130,5,1633.32,326.66,2,0.4,3,1,1,81,0.434,medium,2613.28,Standard/Stable
CUST-00131,2,711.3,355.65,0,0.0,2,1,0,193,0.4,medium,1138.08,Standard/Stable
CUST-00132,3,1352.58,450.86,0,0.0,3,0,0,106,0.206,low,2164.13,Standard/Stable
CUST-00133,2,546.84,273.42,0,0.0,1,1,1,48,0.343,medium,874.94,Standard/Stable
CUST-00134,4,1348.95,337.24,1,0.25,0,0,0,98,0.291,low,2158.34,Standard/Stable
CUST-00135,3,2018.61,672.87,0,0.0,1,0,0,46,0.089,low,3229.78,Standard/Stable
CUST-00136,4,1264.51,316.13,0,0.0,4,0,1,2,0.054,low,2023.23,Standard/Stable
CUST-00137,4,713.52,178.38,0,0.0,2,0,2,8,0.216,low,1141.63,Standard/Stable
CUST-00138,2,587.19,293.6,1,0.5,4,2,2,156,0.703,high,939.52,Low-Value/At-Risk
CUST-00139,6,1616.69,269.45,0,0.0,2,0,1,23,0.145,low,2586.72,Standard/Stable
CUST-00140,3,987.95,329.32,1,0.3333,2,1,1,55,0.39,medium,1580.74,Standard/Stable
CUST-00141,4,2184.1,546.02,1,0.25,1,1,1,67,0.48,medium,3494.53,Standard/Stable
CUST-00142,0,0,0.0,0,0.0,3,0,1,999,0.417,medium,0.0,New/No Orders
CUST-00143,4,1030.71,257.68,0,0.0,1,0,0,18,0.035,low,1649.15,Standard/Stable
CUST-00144,2,1310.7,655.35,0,0.0,2,1,2,95,0.435,medium,2097.12,Standard/Stable
CUST-00145,2,752.35,376.18,0,0.0,3,1,2,68,0.316,medium,1203.78,Standard/Stable
CUST-00146,5,1245.99,249.2,0,0.0,3,1,2,8,0.199,low,1993.6,Standard/Stable
CUST-00147,4,3079.05,769.76,0,0.0,2,0,1,27,0.152,low,4926.46,High-Value/Stable
CUST-00148,5,1420.18,284.04,1,0.2,2,1,2,30,0.388,medium,2272.32,Standard/Stable
CUST-00149,3,539.61,179.87,1,0.3333,2,0,0,8,0.149,low,863.38,Standard/Stable
CUST-00150,4,1517.68,379.42,0,0.0,0,0,0,26,0.051,low,2428.29,Standard/Stable
CUST-00151,1,1159.96,1159.96,0,0.0,2,0,1,73,0.242,low,1855.94,Standard/Stable
CUST-00152,0,0,0.0,0,0.0,5,1,1,999,0.44,medium,0.0,New/No Orders
CUST-00153,3,1907.59,635.86,0,0.0,0,0,0,28,0.054,low,3052.13,Standard/Stable
CUST-00154,6,1351.6,225.27,0,0.0,1,0,1,14,0.227,low,2162.59,Standard/Stable
CUST-00155,3,737.6,245.87,0,0.0,3,1,0,9,0.068,low,1180.18,Standard/Stable
CUST-00156,7,3659.49,522.78,0,0.0,2,0,1,37,0.172,low,5855.14,High-Value/Stable
CUST-00157,1,807.14,807.14,0,0.0,4,2,1,216,0.5,medium,1291.42,Standard/Stable
CUST-00158,1,85.0,85.0,0,0.0,3,1,1,216,0.467,medium,136.0,Standard/Stable
CUST-00159,1,317.64,317.64,0,0.0,1,0,1,94,0.383,medium,508.22,Standard/Stable
CUST-00160,1,67.3,67.3,0,0.0,2,0,1,195,0.45,medium,107.68,Standard/Stable
CUST-00161,4,826.81,206.7,0,0.0,1,1,1,185,0.6,high,1322.88,Low-Value/At-Risk
CUST-00162,5,1105.14,221.03,0,0.0,0,0,0,8,0.016,low,1768.24,Standard/Stable
CUST-00163,3,876.95,292.32,0,0.0,6,2,4,87,0.403,medium,1403.14,Standard/Stable
CUST-00164,3,887.18,295.73,0,0.0,2,0,1,45,0.188,low,1419.5,Standard/Stable
CUST-00165,3,631.52,210.51,0,0.0,3,1,1,63,0.239,low,1010.45,Standard/Stable
CUST-00166,6,3545.42,590.9,1,0.1667,9,9,7,42,0.554,medium,5672.64,High-Value/Stable
CUST-00167,3,807.21,269.07,0,0.0,2,0,2,20,0.239,low,1291.54,Standard/Stable
CUST-00168,3,634.69,211.56,0,0.0,4,1,3,53,0.303,medium,1015.49,Standard/Stable
CUST-00169,3,999.73,333.24,1,0.3333,1,0,0,128,0.382,medium,1599.55,Standard/Stable
CUST-00170,3,1363.64,454.55,0,0.0,1,0,1,125,0.443,medium,2181.84,Standard/Stable
CUST-00171,8,3984.64,498.08,3,0.375,11,9,9,48,0.657,high,6375.42,High-Value/At-Risk
CUST-00172,5,2477.65,495.53,0,0.0,1,0,1,11,0.221,low,3964.24,Standard/Stable
CUST-00173,3,1621.22,540.41,0,0.0,1,0,1,19,0.237,low,2593.97,Standard/Stable
CUST-00174,2,504.5,252.25,0,0.0,0,0,0,152,0.296,low,807.2,Standard/Stable
CUST-00175,5,1981.07,396.21,0,0.0,0,0,0,45,0.087,low,3169.68,Standard/Stable
CUST-00176,2,383.92,191.96,0,0.0,5,2,1,9,0.158,low,614.27,Standard/Stable
CUST-00177,8,4313.34,539.17,1,0.125,0,0,0,2,0.054,low,6901.38,High-Value/Stable
CUST-00178,1,209.25,209.25,0,0.0,3,0,3,255,0.55,medium,334.8,Standard/Stable
CUST-00179,7,4848.33,692.62,1,0.1429,1,0,0,7,0.071,low,7757.34,High-Value/Stable
CUST-00180,5,1247.44,249.49,1,0.2,3,0,1,41,0.226,low,1995.92,Standard/Stable
CUST-00181,5,1220.39,244.08,0,0.0,1,0,1,26,0.251,low,1952.64,Standard/Stable
CUST-00182,2,343.48,171.74,0,0.0,1,1,0,156,0.353,medium,549.57,Standard/Stable
CUST-00183,3,2150.95,716.98,0,0.0,2,0,0,17,0.033,low,3441.5,Standard/Stable
CUST-00184,6,2847.55,474.59,1,0.1667,3,2,2,147,0.586,medium,4556.06,Standard/Stable
CUST-00185,4,2101.36,525.34,0,0.0,1,0,0,82,0.159,low,3362.18,Standard/Stable
CUST-00186,5,1747.49,349.5,0,0.0,6,4,4,43,0.417,medium,2796.0,Standard/Stable
CUST-00187,7,1520.85,217.26,0,0.0,5,2,3,3,0.226,low,2433.31,Standard/Stable
CUST-00188,6,2489.72,414.95,1,0.1667,3,0,2,22,0.243,low,3983.52,Standard/Stable
CUST-00189,8,2118.34,264.79,1,0.125,4,2,2,16,0.281,low,3389.31,Standard/Stable
CUST-00190,0,0,0.0,0,0.0,4,1,3,999,0.55,medium,0.0,New/No Orders
CUST-00191,2,715.26,357.63,0,0.0,3,0,2,100,0.328,medium,1144.42,Standard/Stable
CUST-00192,7,3305.68,472.24,0,0.0,3,1,3,45,0.338,medium,5289.09,High-Value/Stable
CUST-00193,4,2167.29,541.82,0,0.0,6,1,3,94,0.333,medium,3467.65,Standard/Stable
CUST-00194,4,557.53,139.38,1,0.25,0,0,0,10,0.119,low,892.03,Standard/Stable
CUST-00195,7,3905.37,557.91,0,0.0,8,6,7,3,0.431,medium,6248.59,High-Value/Stable
CUST-00196,2,217.97,108.98,0,0.0,4,0,2,125,0.343,medium,348.74,Standard/Stable
CUST-00197,6,2761.51,460.25,1,0.1667,7,2,3,4,0.26,low,4418.4,Standard/Stable
CUST-00198,3,724.58,241.53,0,0.0,6,0,1,9,0.051,low,1159.34,Standard/Stable
CUST-00199,3,1506.33,502.11,0,0.0,3,0,0,134,0.261,low,2410.13,Standard/Stable
CUST-00200,4,1356.21,339.05,0,0.0,5,2,0,69,0.234,low,2169.92,Standard/Stable
CUST-00201,5,1304.2,260.84,0,0.0,3,1,1,73,0.259,low,2086.72,Standard/Stable
CUST-00202,2,314.97,157.49,0,0.0,1,0,0,5,0.01,low,503.97,Standard/Stable
CUST-00203,3,2169.69,723.23,0,0.0,2,1,0,76,0.198,low,3471.5,Standard/Stable
CUST-00204,4,1953.9,488.48,1,0.25,3,2,1,88,0.438,medium,3126.27,Standard/Stable
CUST-00205,3,971.03,323.68,0,0.0,6,0,5,5,0.176,low,1553.66,Standard/Stable
CUST-00206,2,929.23,464.62,0,0.0,5,1,1,86,0.257,low,1486.78,Standard/Stable
CUST-00207,9,2659.75,295.53,2,0.2222,2,1,1,49,0.334,medium,4255.63,Standard/Stable
CUST-00208,3,577.88,192.63,1,0.3333,6,1,0,109,0.395,medium,924.62,Standard/Stable
CUST-00209,6,2162.45,360.41,0,0.0,4,2,3,34,0.316,medium,3459.94,Standard/Stable
CUST-00210,4,2094.49,523.62,0,0.0,2,0,1,33,0.164,low,3351.17,Standard/Stable
CUST-00211,6,2281.3,380.22,1,0.1667,0,0,0,4,0.074,low,3650.11,Standard/Stable
CUST-00212,3,527.12,175.71,0,0.0,2,0,2,139,0.47,medium,843.41,Standard/Stable
CUST-00213,1,289.95,289.95,1,1.0,1,0,1,97,0.589,medium,463.92,Standard/Stable
CUST-00214,4,1540.57,385.14,1,0.25,2,2,1,33,0.364,medium,2464.9,Standard/Stable
CUST-00215,6,2256.57,376.1,1,0.1667,1,0,1,61,0.385,medium,3610.56,Standard/Stable
CUST-00216,4,1895.87,473.97,0,0.0,2,1,0,110,0.264,low,3033.41,Standard/Stable
CUST-00217,2,1054.48,527.24,0,0.0,6,2,3,73,0.342,medium,1687.17,Standard/Stable
CUST-00218,3,1233.24,411.08,0,0.0,3,2,1,33,0.231,low,1973.18,Standard/Stable
CUST-00219,2,464.97,232.49,0,0.0,3,0,2,230,0.483,medium,743.97,Standard/Stable
CUST-00220,2,635.68,317.84,0,0.0,2,0,1,111,0.316,medium,1017.09,Standard/Stable
CUST-00221,4,1900.65,475.16,0,0.0,2,0,1,47,0.191,low,3041.02,Standard/Stable
CUST-00222,7,2110.49,301.5,2,0.2857,4,1,1,25,0.263,low,3376.8,Standard/Stable
CUST-00223,4,1077.06,269.26,0,0.0,1,0,1,94,0.383,medium,1723.26,Standard/Stable
CUST-00224,4,884.85,221.21,0,0.0,3,1,2,16,0.214,low,1415.74,Standard/Stable
CUST-00225,4,1013.74,253.44,1,0.25,0,0,0,69,0.234,low,1622.02,Standard/Stable
CUST-00226,2,366.73,183.37,0,0.0,1,1,1,144,0.53,medium,586.78,Standard/Stable
CUST-00227,2,512.23,256.12,0,0.0,3,1,1,8,0.132,low,819.58,Standard/Stable
CUST-00228,3,759.85,253.28,0,0.0,3,3,0,64,0.274,low,1215.74,Standard/Stable
CUST-00229,7,1469.33,209.9,0,0.0,1,0,1,66,0.328,medium,2350.88,Standard/Stable
CUST-00230,1,266.56,266.56,0,0.0,1,0,1,170,0.531,medium,426.5,Standard/Stable
CUST-00231,3,1054.38,351.46,0,0.0,3,1,2,31,0.244,low,1687.01,Standard/Stable
CUST-00232,4,1864.57,466.14,0,0.0,4,2,0,0,0.1,low,2983.3,Standard/Stable
CUST-00233,6,3346.46,557.74,0,0.0,1,0,1,66,0.328,medium,5354.3,High-Value/Stable
CUST-00234,2,1032.33,516.16,2,1.0,1,0,0,30,0.258,low,1651.71,Standard/Stable
CUST-00235,5,2605.62,521.12,0,0.0,2,1,1,1,0.152,low,4168.96,Standard/Stable
CUST-00236,3,999.04,333.01,1,0.3333,4,1,3,10,0.353,medium,1598.45,Standard/Stable
CUST-00237,8,3331.78,416.47,0,0.0,2,0,0,28,0.054,low,5330.82,High-Value/Stable
CUST-00238,1,92.69,92.69,0,0.0,1,1,0,115,0.274,low,148.3,Standard/Stable
CUST-00239,5,1816.61,363.32,1,0.2,4,0,3,58,0.343,medium,2906.56,Standard/Stable
CUST-00240,3,1098.55,366.18,0,0.0,4,0,1,27,0.103,low,1757.66,Standard/Stable
CUST-00241,3,588.64,196.21,0,0.0,3,0,1,146,0.351,medium,941.81,Standard/Stable
CUST-00242,3,684.58,228.19,0,0.0,1,1,1,7,0.264,low,1095.31,Standard/Stable
CUST-00243,2,1355.74,677.87,0,0.0,1,1,0,37,0.122,low,2169.18,Standard/Stable
CUST-00244,2,376.79,188.4,1,0.5,2,0,0,265,0.55,medium,602.88,Standard/Stable
CUST-00245,3,921.4,307.13,0,0.0,5,1,3,18,0.205,low,1474.22,Standard/Stable
CUST-00246,1,243.0,243.0,0,0.0,4,0,2,28,0.154,low,388.8,Standard/Stable
CUST-00247,7,3229.09,461.3,0,0.0,4,0,1,17,0.083,low,5166.56,High-Value/Stable
CUST-00248,7,1336.38,190.91,1,0.1429,4,2,1,15,0.236,low,2138.19,Standard/Stable
CUST-00249,2,627.64,313.82,0,0.0,4,1,2,6,0.162,low,1004.22,Standard/Stable
CUST-00250,3,449.62,149.87,1,0.3333,1,1,1,95,0.568,medium,719.38,Standard/Stable
CUST-00251,4,390.57,97.64,1,0.25,1,0,1,112,0.518,medium,624.9,Standard/Stable
CUST-00252,3,976.08,325.36,0,0.0,3,1,2,58,0.296,low,1561.73,Standard/Stable
CUST-00253,5,2296.72,459.34,0,0.0,1,1,1,90,0.425,medium,3674.72,Standard/Stable
CUST-00254,3,568.95,189.65,0,0.0,4,1,3,82,0.359,medium,910.32,Standard/Stable
CUST-00255,10,3290.48,329.05,1,0.1,2,1,1,17,0.223,low,5264.8,High-Value/Stable
CUST-00256,3,926.88,308.96,0,0.0,3,0,0,136,0.264,low,1483.01,Standard/Stable
CUST-00257,3,1722.6,574.2,0,0.0,2,1,1,21,0.191,low,2756.16,Standard/Stable
CUST-00258,4,2322.17,580.54,0,0.0,1,0,1,63,0.323,medium,3715.46,Standard/Stable
CUST-00259,3,2209.66,736.55,1,0.3333,1,1,0,21,0.224,low,3535.44,Standard/Stable
CUST-00260,1,236.54,236.54,0,0.0,0,0,0,107,0.208,low,378.46,Standard/Stable
CUST-00261,3,1593.88,531.29,2,0.6667,1,0,1,28,0.454,medium,2550.19,Standard/Stable
CUST-00262,5,2217.39,443.48,0,0.0,3,0,1,41,0.146,low,3547.84,Standard/Stable
CUST-00263,2,837.53,418.76,1,0.5,5,0,3,136,0.584,medium,1340.03,Standard/Stable
CUST-00264,1,101.25,101.25,0,0.0,2,0,0,180,0.35,medium,162.0,Standard/Stable
CUST-00265,3,718.24,239.41,0,0.0,4,1,1,20,0.139,low,1149.17,Standard/Stable
CUST-00266,3,1450.16,483.39,0,0.0,6,0,3,73,0.242,low,2320.27,Standard/Stable
CUST-00267,6,2081.3,346.88,0,0.0,2,0,2,19,0.237,low,3330.05,Standard/Stable
CUST-00268,5,1523.96,304.79,1,0.2,3,1,2,32,0.326,medium,2438.32,Standard/Stable
CUST-00269,2,493.91,246.96,0,0.0,2,1,1,138,0.418,medium,790.27,Standard/Stable
CUST-00270,4,834.82,208.71,0,0.0,4,2,1,46,0.239,low,1335.74,Standard/Stable
CUST-00271,7,2383.35,340.48,1,0.1429,3,1,0,49,0.202,low,3813.38,Standard/Stable
